,name,party,state,thomas_id,bioguide_id,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,first_congress,last_congress,gaps,num_congress_periods,93_signatures_received,93_signatures_given,94_signatures_received,94_signatures_given,95_signatures_received,95_signatures_given,96_signatures_received,96_signatures_given,97_signatures_received,97_signatures_given,98_signatures_received,98_signatures_given,99_signatures_received,99_signatures_given,100_signatures_received,100_signatures_given,101_signatures_received,101_signatures_given,102_signatures_received,102_signatures_given,103_signatures_received,103_signatures_given,104_signatures_received,104_signatures_given,105_signatures_received,105_signatures_given,106_signatures_received,106_signatures_given,107_signatures_received,107_signatures_given,108_signatures_received,108_signatures_given,109_signatures_received,109_signatures_given,110_signatures_received,110_signatures_given,111_signatures_received,111_signatures_given,112_signatures_received,112_signatures_given,113_signatures_received,113_signatures_given,114_signatures_received,114_signatures_given,115_signatures_received,115_signatures_given,AMOUNT,AMOUNT_normalized,115_signatures_received_normalized,115_signatures_given_normalized,in_congress_last_five_periods,importance,supported_D,supported_R,supported_OTHER
1706,"Kinzinger, Adam",Republican,IL,2014.0,K000378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,231.0,120.0,252.0,577.0,228.0,359.0,189.0,10184411.819999995,0.594348419886046,0.21255180580224986,0.13609898107714702,0.75,0.672174209943023,42,125,0
1707,"Hultgren, Randy",Republican,IL,2015.0,H001059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,306.0,219.0,188.0,151.0,222.0,247.0,256.0,7506686.160000002,0.436488562501478,0.14624037892243932,0.1848617176128093,0.75,0.593244281250739,41,183,0
1708,"Schilling, Robert T.",Republican,IL,2016.0,S001182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,210.0,,,,,,,,,,,0.25,,0,0,0
1709,"Rokita, Todd",Republican,IN,2017.0,R000592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,250.0,340.0,304.0,226.0,287.0,270.0,354.0,7278816.3599999985,0.42305496298544293,0.15985790408525755,0.2561863173216885,0.75,0.5865274814927215,19,292,0
1710,"Bucshon, Larry",Republican,IN,2018.0,B001275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,190.0,220.0,217.0,99.0,216.0,120.0,178.0,9569457.780000007,0.5580950581236381,0.07104795737122557,0.12809315866084425,0.75,0.6540475290618191,13,146,0
1711,"Young, Todd C.",Republican,IN,2019.0,Y000064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,165.0,687.0,209.0,773.0,171.0,,,,,,,0.75,,0,0,0
1712,"Huelskamp, Tim",Republican,KS,2020.0,H001057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,236.0,100.0,216.0,37.0,236.0,,,,,,,0.75,,0,0,0
1713,"Yoder, Kevin",Republican,KS,2021.0,Y000063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,234.0,279.0,193.0,402.0,199.0,192.0,185.0,6836663.039999999,0.39698871539333025,0.11367673179396093,0.1331877729257642,0.75,0.5734943576966651,29,134,0
1714,"Pompeo, Mike",Republican,KS,2022.0,P000602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,205.0,199.0,204.0,301.0,268.0,,,766617.93,0.03914158052944841,,,0.75,0.3945707902647242,0,0,0
1715,"Richmond, Cedric L.",Democrat,LA,2023.0,R000588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,136.0,163.0,244.0,103.0,301.0,676.0,294.0,9571708.740000006,0.5582277588815561,0.40023682652457077,0.21251819505094613,0.75,0.654113879440778,185,70,0
1716,"Landry, Jeffrey M.",Republican,LA,2024.0,L000574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,196.0,,,,,,,,,,,0.25,,0,0,0
1717,"Keating, William R.",Democrat,MA,2025.0,K000375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,227.0,25.0,324.0,168.0,433.0,114.0,397.0,10550798.159999998,0.6159479796333484,0.0674955595026643,0.28748180494905384,0.75,0.6829739898166742,249,96,0
1718,"Harris, Andy",Republican,MD,2026.0,H001052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,294.0,160.0,254.0,67.0,207.0,56.0,217.0,9493637.639999999,0.5536252363394009,0.03315571343990527,0.1564774381368268,0.75,0.6518126181697004,19,174,0
1719,"Benishek, Dan",Republican,MI,2027.0,B001271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,256.0,267.0,294.0,286.0,242.0,,,,,,,0.75,,0,0,0
1720,"Huizenga, Bill",Republican,MI,2028.0,H001058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,262.0,282.0,273.0,152.0,208.0,97.0,182.0,10267032.780000003,0.5992191701490052,0.057430432208407343,0.13100436681222707,0.75,0.6746095850745026,13,152,0
1721,"Amash, Justin",Independent,MI,2029.0,A000367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,66.0,121.0,76.0,74.0,51.0,87.0,55.0,9286671.540000003,0.5414239718418871,0.05150976909413854,0.03857350800582242,0.75,0.6457119859209435,11,38,0
1722,"Clarke, Hansen",Democrat,MI,2030.0,C001085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,299.0,,,,,,,,,,,0.25,,0,0,0
1723,"Cravaack, Chip",Republican,MN,2031.0,C001086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,170.0,,,,,,,,,,,0.25,,0,0,0
1724,"Hartzler, Vicky",Republican,MO,2032.0,H001053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,278.0,132.0,269.0,95.0,263.0,108.0,231.0,10382156.009999998,0.6060060254796031,0.06394316163410302,0.16666666666666666,0.75,0.6780030127398016,23,182,0
1725,"Long, Billy",Republican,MO,2033.0,L000576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,334.0,281.0,328.0,203.0,223.0,237.0,180.0,10546210.77,0.6156775394079045,0.14031971580817051,0.12954876273653565,0.75,0.6828387697039522,12,147,0
1726,"Nunnelee, Alan",Republican,MS,2034.0,N000186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,289.0,81.0,279.0,0.0,28.0,,,,,,,0.75,,0,0,0
1727,"Palazzo, Steven M.",Republican,MS,2035.0,P000601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,202.0,172.0,204.0,192.0,265.0,151.0,225.0,9759220.109999998,0.5692821094329803,0.08940201302545885,0.16229985443959244,0.75,0.6596410547164901,14,186,0
1728,"Ellmers, Renee L.",Republican,NC,2036.0,E000291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,294.0,352.0,242.0,391.0,269.0,,,,,,,0.75,,0,0,0
1729,"Berg, Rick",Republican,ND,2037.0,B001272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,159.0,,,,,,,,,,,0.25,,0,0,0
1730,"Guinta, Frank C.",Republican,NH,2038.0,G000570,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,112,114,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,158.0,,,590.0,202.0,,,,,,,0.5,,0,0,0
1731,"Runyan, Jon",Republican,NJ,2039.0,R000594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,112,113,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,175.0,117.0,182.0,,,,,,,,,0.5,,0,0,0
1732,"Heck, Joseph J.",Republican,NV,2040.0,H001055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,169.0,394.0,216.0,244.0,265.0,,,,,,,0.75,,0,0,0
1733,"Grimm, Michael G.",Republican,NY,2041.0,G000569,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,112,113,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.0,332.0,1039.0,317.0,,,,,,,,,0.5,,0,0,0
1734,"Hayworth, Nan A. S.",Republican,NY,2042.0,H001054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,176.0,,,,,,,,,,,0.25,,0,0,0
1735,"Gibson, Christopher P.",Republican,NY,2043.0,G000564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,165.0,628.0,312.0,679.0,398.0,,,,,,,0.75,,0,0,0
1736,"Hanna, Richard L.",Republican,NY,2044.0,H001051,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,291.0,248.0,326.0,369.0,345.0,,,,,,,0.75,,0,0,0
1737,"Buerkle, Ann Marie",Republican,NY,2045.0,B001276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,194.0,,,,,,,,,,,0.25,,0,0,0
1738,"Johnson, Bill",Republican,OH,2046.0,J000292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,380.0,87.0,427.0,49.0,370.0,203.0,254.0,9858716.369999997,0.5751477086048902,0.1201894612196566,0.18340611353711792,0.75,0.6625738543024451,23,201,0
1739,"Stivers, Steve",Republican,OH,2047.0,S001187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,282.0,253.0,465.0,247.0,365.0,297.0,367.0,8970122.129999997,0.5227624467035089,0.17584369449378331,0.26564774381368267,0.75,0.6363812233517545,64,270,0
1740,"Renacci, James B.",Republican,OH,2048.0,R000586,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,135.0,363.0,195.0,639.0,261.0,639.0,248.0,7843146.660000001,0.45632390535939443,0.3783303730017762,0.17903930131004367,0.75,0.6031619526796972,34,189,0
1741,"Gibbs, Bob",Republican,OH,2049.0,G000563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,206.0,89.0,194.0,99.0,227.0,195.0,225.0,9486413.669999998,0.5531993619150767,0.11545293072824156,0.16229985443959244,0.75,0.6515996809575384,13,187,0
1742,"Lankford, James",Republican,OK,2050.0,L000575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,112,113,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,234.0,75.0,193.0,,,,,,,,,0.5,,0,0,0
1743,"Kelly, Mike",Republican,PA,2051.0,K000376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,204.0,341.0,299.0,573.0,370.0,991.0,285.0,12017566.439999996,0.7024183133780713,0.5867377146240379,0.2059679767103348,0.75,0.7262091566890356,39,208,0
1744,"Meehan, Patrick",Republican,PA,2052.0,M001181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,185.0,408.0,200.0,207.0,280.0,302.0,281.0,5508715.320000002,0.31870226475918934,0.1788040260509177,0.20305676855895197,0.75,0.5343511323795946,65,189,0
1745,"Marino, Tom",Republican,PA,2053.0,M001179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,222.0,341.0,248.0,290.0,259.0,184.0,205.0,7782834.840000003,0.45276834496497986,0.10894020130254589,0.1477438136826783,0.75,0.60138417248249,42,146,0
1746,"Barletta, Lou",Republican,PA,2054.0,B001269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,233.0,252.0,261.0,248.0,306.0,93.0,259.0,7136479.47,0.41466378180821856,0.055062166962699825,0.18704512372634644,0.75,0.5823318909041093,31,198,0
1747,"Cicilline, David N.",Democrat,RI,2055.0,C001084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,384.0,597.0,559.0,1161.0,561.0,1689.0,674.0,10138790.220000004,0.59165889146376,1.0,0.4890829694323144,0.75,0.67082944573188,462,139,0
1748,"Scott, Tim",Republican,SC,2056.0,S001184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,217.0,,,,,,,,,,,0.25,,0,0,0
1749,"Duncan, Jeff",Republican,SC,2057.0,D000615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,360.0,199.0,327.0,116.0,349.0,315.0,300.0,9923308.979999999,0.5789556342467937,0.18650088809946713,0.21688500727802038,0.75,0.6644778171233969,13,251,0
1750,"Gowdy, Trey",Republican,SC,2058.0,G000566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,196.0,65.0,146.0,52.0,130.0,4.0,78.0,6908185.079999999,0.40120515145431696,0.002368265245707519,0.055312954876273655,0.75,0.5756025757271584,8,60,0
1751,"Mulvaney, Mick",Republican,SC,2059.0,M001182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,226.0,100.0,296.0,234.0,274.0,,,1344992.2200000004,0.0732384577033039,,,0.75,0.4116192288516519,0,0,0
1752,"Noem, Kristi L.",Republican,SD,2060.0,N000184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,160.0,158.0,177.0,366.0,201.0,521.0,183.0,7276827.8100000005,0.42293773207411733,0.30846654825340436,0.13173216885007277,0.75,0.5864688660370587,8,153,0
1753,"Fleischmann, Charles J. ""Chuck""",Republican,TN,2061.0,F000459,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,142.0,68.0,142.0,150.0,173.0,8.0,164.0,9495016.499999996,0.5537065242197108,0.004736530491415038,0.11790393013100436,0.75,0.6518532621098554,18,130,0
1754,"DesJarlais, Scott",Republican,TN,2062.0,D000616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,188.0,109.0,180.0,114.0,291.0,49.0,217.0,8607064.469999999,0.501359122499649,0.02901124925991711,0.1564774381368268,0.75,0.6256795612498245,10,186,0
1755,"Black, Diane",Republican,TN,2063.0,B001273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0,245.0,813.0,243.0,1241.0,299.0,744.0,167.0,6068578.71,0.35170786956048206,0.4404973357015986,0.12008733624454149,0.75,0.550853934780241,16,135,0
1756,"Fincher, Stephen Lee",Republican,TN,2064.0,F000458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,157.0,164.0,224.0,188.0,172.0,,,,,,,0.75,,0,0,0
1757,"Flores, Bill",Republican,TX,2065.0,F000461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,321.0,131.0,219.0,180.0,248.0,196.0,231.0,10328956.89,0.6028697798135015,0.11604499703966845,0.16666666666666666,0.75,0.6764348899067507,13,186,0
1758,"Canseco, Francisco ""Quico""",Republican,TX,2066.0,C001082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,299.0,,,,,,,,,,,0.25,,0,0,0
1759,"Farenthold, Blake",Republican,TX,2067.0,F000460,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,238.0,79.0,328.0,112.0,390.0,53.0,276.0,4851963.089999998,0.2799847759165131,0.03137951450562463,0.19941775836972345,0.75,0.5149923879582565,36,207,0
1760,"Rigell, E. Scott",Republican,VA,2068.0,R000589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,183.0,102.0,134.0,47.0,163.0,,,,,,,0.75,,0,0,0
1761,"Hurt, Robert",Republican,VA,2069.0,H001060,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,124.0,53.0,108.0,29.0,115.0,,,,,,,0.75,,0,0,0
1762,"Griffith, H. Morgan",Republican,VA,2070.0,G000568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,152.0,171.0,149.0,487.0,198.0,526.0,173.0,9230691.420000002,0.5381237779902244,0.3114268798105388,0.12445414847161572,0.75,0.6440618889951122,24,134,0
1763,"Herrera Beutler, Jaime",Republican,WA,2071.0,H001056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,123.0,91.0,119.0,55.0,144.0,215.0,164.0,10114558.53,0.5902303615793403,0.12729425695677915,0.11790393013100436,0.75,0.6701151807896701,40,101,0
1764,"Duffy, Sean P.",Republican,WI,2072.0,D000614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,135.0,98.0,173.0,378.0,175.0,141.0,153.0,10327918.26,0.6028085494992372,0.08348134991119005,0.1098981077147016,0.75,0.6764042747496186,15,122,0
1765,"Ribble, Reid J.",Republican,WI,2073.0,R000587,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,273.0,320.0,312.0,392.0,371.0,,,,,,,0.75,,0,0,0
1766,"McKinley, David B.",Republican,WV,2074.0,M001180,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,269.0,704.0,252.0,720.0,294.0,950.0,263.0,9147349.38,0.5332105179258834,0.5624629958555358,0.18995633187772926,0.75,0.6416052589629417,58,165,0
1767,"Hochul, Kathleen C.",Democrat,NY,2088.0,H001062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,119.0,,,,,,,,,,,0.25,,0,0,0
1768,"Hahn, Janice",Democrat,CA,2089.0,H001063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,112,114,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,268.0,198.0,315.0,140.0,297.0,,,,,,,0.75,,0,0,0
1769,"Amodei, Mark E.",Republican,NV,2090.0,A000369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,160.0,98.0,245.0,178.0,324.0,124.0,178.0,9417488.88,0.5491360414329998,0.07341622261693309,0.12809315866084425,0.75,0.6495680207164999,32,131,0
1770,"Turner, Robert L.",Republican,NY,2091.0,T000471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,140.0,,,,,,,,,,,0.25,,0,0,0
1771,"Bonamici, Suzanne",Democrat,OR,2092.0,B001278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,169.0,127.0,319.0,183.0,362.0,191.0,492.0,10499887.59000001,0.612946650766983,0.11308466548253404,0.35662299854439594,0.75,0.6814733253834915,318,116,0
1772,"Barber, Ron",Democrat,AZ,2093.0,B001279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,112,113,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,257.0,269.0,,,,,,,,,0.5,,0,0,0
1773,"Massie, Thomas",Republican,KY,2094.0,M001184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,101.0,153.0,352.0,183.0,272.0,128.0,10472141.009999998,0.6113109077081845,0.16104203670811132,0.09170305676855896,0.75,0.6806554538540923,20,88,0
1774,"Curson, David Alan",Democrat,MI,2095.0,C001089,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,112,112,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,,,,,,,,,,0.25,,0,0,0
1775,"DelBene, Suzan K.",Democrat,WA,2096.0,D000617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,331.0,604.0,395.0,545.0,416.0,10015737.09,0.5844045450448198,0.32267613972764947,0.30131004366812225,0.5,0.5422022725224098,240,128,0
1776,"Payne, Donald M., Jr.",Democrat,NJ,2097.0,P000604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,112,115,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,222.0,363.0,220.0,344.0,216.0,530.0,9469301.819999998,0.5521905676831141,0.12788632326820604,0.38427947598253276,0.75,0.6510952838415571,375,104,0
1777,"Cotton, Tom",Republican,AR,2098.0,C001095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,319.0,,,,,,,,,0.25,,0,0,0
